Nome,DirectX,Best_Resolution_transformed,Boost_Clock_values,Core_Speed_val,DVI_Connection_val,Dedicated_bin,DisplayPort_Connection_val,HDMI_Connection_val,Integrated_bin,L2_Cache_transf,Max_Power_val,Memory_val,Memory_Bandwidth_val,Memory_Bus_val,Memory_Speed_val,DDR,DDR2,DDR3,DDR4,GDDR2,GDDR3,GDDR4,GDDR5,GDDR5X,HBM-1,HBM-2,eDRAM,Notebook_GPU_val,PSU_watts,PSU_amps,Pixel_Rate_val,Power_Connector_val,Process_val,2048x1536,2560x1600,4096x2160,4096x2304,5120x2880,5120x3200,7680x4320,disposable,SLI_Crossfire_val,Shader_val,TMUs_val,Texture_Rate_val,VGA_Connection_val
KHV0HN75VNG3BPAMC1HV4CQ3ZDRUBFOVSAC,12,8,0,910,1,1.0,0.0,1.0,0.0,8,0,12,98.5,7,1026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,40,0,1,0,0,0,0,0,0,1.0,5.0,32,29,1
52DG2CW3ZE8NB0PSEBEMSWI5O52A8C86V3NFT4GIHH2Z,12,13,0,1025,2,1.0,3.0,1.0,0.0,15,275,23,0.0,13,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,66,3,28,0,0,1,0,0,0,0,0,1.0,5.0,160,164,0
9AVU6F22Q3E26,11,0,0,0,1,1.0,0.0,0.0,0.0,1,75,17,0.0,8,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,400,0,19,1,40,0,1,0,0,0,0,0,0,1.0,5.0,32,19,0
SVRFAKH6MUVFKBMFSN2HG4YR07WCYN6IEG7E48MAJ4OLY7KXA,12,12,0,900,2,1.0,0.0,1.0,0.0,13,244,19,202.2,11,1053,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,43,3,40,0,1,0,0,0,0,0,0,1.0,5.0,64,58,0
BRELZ6UFG0ALR59W7R7TMRGJ1GUX1MD7V,12,12,1176,1110,2,1.0,0.0,1.0,0.0,10,0,20,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,1,28,0,0,1,0,0,0,0,0,1.0,5.0,128,151,0
S3AGMMCXXSS0BKVAAIFLMWED7BD97,12,13,0,975,2,1.0,0.0,1.0,0.0,15,250,20,0.0,13,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,750,0,62,1,28,0,0,1,0,0,0,0,0,1.0,5.0,160,156,0
6WA1KI9I8GGH3O13,12,12,0,575,0,1.0,0.0,0.0,0.0,10,100,17,0.0,8,750,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,40,0,1,0,0,0,0,0,0,1.0,5.0,64,37,-1
YA9A7UU1BVA6VXQGTP1GB,10,0,0,0,0,1.0,0.0,0.0,0.0,2,150,17,102.4,8,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,65,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,-1
N7NSQZEAOKJG3ROL5UJ7V,9,0,0,0,1,1.0,0.0,0.0,0.0,1,40,5,22.4,5,700,0,0,0,0,0,1,0,0,0,0,0,0,0,350,26,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,1
GXLDH1OEOKAA97NNM7RP,11,14,797,0,0,1.0,0.0,0.0,0.0,2,200,23,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,51,0,28,0,0,1,0,0,0,0,0,1.0,5.0,128,204,-1
PLDYK7R04R24N476NHKN2HV27ZL86OOHHN373AZK,12,12,1210,926,1,1.0,3.0,1.0,0.0,22,120,20,211.2,8,1650,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,39,2,14,0,0,1,0,0,0,0,0,0.0,5.0,128,155,0
4WNHSD6JO8MIQY,10,0,0,0,1,1.0,0.0,0.0,0.0,1,150,14,76.8,11,800,0,0,0,0,0,1,0,0,0,0,0,0,0,750,0,0,1,65,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
76JYVKKYY0EI2DBBYW52Q4D2IANDA7X2EZ9P,12,8,0,900,1,1.0,0.0,1.0,0.0,8,0,12,98.4,7,1025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,40,0,1,0,0,0,0,0,0,1.0,5.0,32,29,1
63WPD8KUJHSQ0G0K38093VMADJVL1K1FMPE7Y3G8PW7KXRJQVD4GL,12,16,1355,1253,1,1.0,3.0,1.0,0.0,34,500,26,692.4,11,1803,0,0,0,0,0,0,0,1,0,0,0,0,0,800,50,260,1,28,0,0,0,0,0,1,0,0,1.0,5.0,176,477,0
BUZXJOR6503QBE5UBZ3R3CFIS457JMPM9YOBF1,12,14,1822,1683,1,1.0,3.0,1.0,0.0,22,250,23,320.3,8,1251,0,0,0,0,0,0,0,0,1,0,0,0,0,500,33,117,7,16,0,0,0,0,0,0,1,0,1.0,5.0,160,292,0
89FL885ER2DV00L74N2Q4ONZIUH6WHBANFLKOXN1518,12,13,0,1030,2,1.0,0.0,1.0,0.0,15,290,23,0.0,13,1375,0,0,0,0,0,0,0,1,0,0,0,0,0,750,42,66,7,28,0,0,1,0,0,0,0,0,1.0,5.0,176,181,0
D49X365GXMG0V3I7F9WY7V35CSH2RRXYO831JYQ8,12,6,0,810,1,1.0,0.0,0.0,0.0,5,29,17,8.5,2,533,0,0,1,0,0,0,0,0,0,0,0,0,0,300,22,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,8,6,1
QN3GIKMM06EVYRUZ65GPHB9UTORHBAKE6,12,6,0,700,1,1.0,0.0,0.0,0.0,5,49,17,0.0,2,500,0,0,1,0,0,0,0,0,0,0,0,0,0,300,22,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,16,11,1
AUJICFH75GT4ZLN9X,9,0,0,0,2,1.0,0.0,0.0,0.0,1,48,8,31.7,8,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,3.0,-1,-1,0
5A2G022IJN52LRNVEAHI98H8GMCFFP,9,2,0,0,1,1.0,0.0,0.0,0.0,1,0,5,4.8,5,300,1,0,0,0,0,0,0,0,0,0,0,0,0,300,0,2,1,130,1,0,0,0,0,0,0,0,0.0,2.0,4,2,1
XGC2W07RZ2Y8DSD0QNN7WH8CRDGHJS9A9WMENKK,12,6,800,750,1,1.0,0.0,1.0,0.0,10,30,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,300,12,6,1,28,0,0,1,0,0,0,0,0,0.0,5.0,20,16,1
8M4RJW5QR77X,12,0,0,980,0,1.0,0.0,0.0,0.0,5,30,12,20.8,2,650,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,28,0,0,1,0,0,0,0,0,1.0,5.0,16,16,-1
L17O0TYNSHU,12,6,0,876,1,1.0,0.0,0.0,0.0,6,41,12,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,350,23,14,1,28,0,0,1,0,0,0,0,0,0.0,5.0,32,28,0
IGAQN0JK6L8YMZ2,9,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,7.2,2,450,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
86945L6MVY197J6HQNCYU0A,10,2,0,0,0,1.0,0.0,0.0,0.0,1,13,8,12.8,2,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,55,0,1,0,0,0,0,0,0,0.0,4.1,8,4,-1
T7SLXOQA9DQT7RUYTZ6BXF064A4F9H3,12,8,0,822,1,1.0,0.0,1.0,0.0,6,65,12,51.2,5,800,0,0,0,0,0,0,0,1,0,0,0,0,0,300,20,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,16,13,1
BNUX2SX9WENBDEH77R6CQTDGHN6M880POF0TFP62D88,12,13,1342,1241,1,1.0,3.0,1.0,0.0,22,300,20,227.2,8,1775,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,86,7,28,0,0,0,0,0,1,0,0,1.0,5.0,128,172,0
R8BUJF66DWSQ92CDON5OIV4FG17DVNHX3RIGE2,11,6,0,800,1,1.0,0.0,1.0,0.0,6,66,12,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,0,400,27,6,1,40,0,1,0,0,0,0,0,0,1.0,5.0,24,19,1
2FXK3PSKS3AFXPSDUNU46LX880GIX72CWTP3UAET,12,8,0,950,2,1.0,0.0,1.0,0.0,8,0,12,103.2,7,1075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,40,0,1,0,0,0,0,0,0,1.0,5.0,32,30,0
QU3X504HMRWT9BJSRM33D8U6ZY9P765XPO6R,12,8,1110,1032,2,1.0,0.0,1.0,0.0,22,60,17,86.4,5,1350,0,0,0,0,0,0,0,1,0,0,0,0,0,400,20,18,1,28,0,0,1,0,0,0,0,0,0.0,5.0,40,44,0
OPT8JGDESQPTIH30NTS3L81PD5NGL78,12,12,980,915,2,1.0,0.0,1.0,0.0,10,170,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,31,1,28,0,0,1,0,0,0,0,0,1.0,5.0,112,110,0
991JWQZD4NK04XK308MYOG1VCYWQLS,12,12,1046,967,2,1.0,0.0,1.0,0.0,10,0,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,28,0,0,1,0,0,0,0,0,1.0,5.0,112,117,0
XOOEUPQKP89I46ZCDC,10,8,0,576,2,1.0,0.0,0.0,0.0,1,182,11,111.9,12,999,0,0,0,0,0,1,0,0,0,0,0,0,0,500,37,16,5,65,0,1,0,0,0,0,0,0,1.0,4.0,72,41,0
AG1UA81FS82LXUMXGLXX62KW1M56,12,12,1256,0,1,1.0,2.0,2.0,0.0,2,120,23,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,40,2,14,0,0,1,0,0,0,0,0,1.0,5.0,64,161,0
M2H8G7UU0M7LVK,11,4,0,0,0,0.0,0.0,0.0,1.0,29,20,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,28,0,0,1,0,0,0,0,0,0.0,5.0,16,8,-1
XAWBQ4TYLQ9J4JSGV31LLLKJR39GET,11,6,850,0,0,0.0,0.0,0.0,1.0,1,20,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,0,1,0,0,0,0,0,0,0.0,5.0,4,3,0
6U8RC5S9UPM48WNXB4IDJM82KPJGLV8E0OJJF6PL,12,6,0,810,1,1.0,0.0,1.0,0.0,6,65,17,17.1,5,533,0,0,1,0,0,0,0,0,0,0,0,0,0,300,20,3,1,40,0,0,1,0,0,0,0,0,0.0,5.0,16,13,1
T6R79JN1F6CXGCXBIAXI2A61T6UKWKTMMIO1JY4NXO4QQLL,12,8,0,850,2,1.0,0.0,1.0,0.0,10,150,12,134.4,8,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,27,5,40,0,1,0,0,0,0,0,0,1.0,5.0,56,48,0
1FN7FZ67GX9OFHN5GDQ472EH8796K8UI96FWQZDG7T5U,12,12,1100,1020,2,1.0,0.0,1.0,0.0,13,250,19,0.0,11,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,750,0,35,7,28,0,0,1,0,0,0,0,0,1.0,5.0,128,141,0
0O90ZDX1USUB24BYDC65FJ8O43VUDTK981258,12,12,1178,0,2,1.0,0.0,1.0,0.0,1,140,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,450,33,75,3,28,0,0,1,0,0,0,0,0,1.0,5.0,96,113,0
66BAEM4HWBBXCQH8,12,3,0,900,0,1.0,0.0,0.0,0.0,5,20,12,14.4,2,900,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40,0,1,0,0,0,0,0,0,0.0,5.0,8,7,-1
NJ1KG4L5VQI,12,6,950,300,0,0.0,0.0,0.0,1.0,10,15,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,1,0,0,0,0,0,0,0.0,5.0,4,4,-1
7HKOVO7OLR9XQYL6D42V97I97H6VJL3TT5CEV,12,6,900,780,1,1.0,0.0,1.0,0.0,10,30,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,18,7,1,28,0,0,1,0,0,0,0,0,0.0,5.0,20,18,1
T0RY3FVANUG7TXTR,12,6,950,300,0,0.0,0.0,0.0,1.0,10,15,0,34.1,5,1067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,14,0,0,0,1,0,0,0,0,0.0,5.0,16,15,-1
BYM1UFWZNB,12,6,1000,300,0,0.0,0.0,0.0,1.0,10,5,0,29.9,5,933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,14,0,0,0,1,0,0,0,0,0.0,5.0,16,16,-1
XY0YRBS9K27XI99WMRCEL84,10,0,0,0,0,1.0,0.0,0.0,0.0,1,30,8,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.1,-1,-1,-1
CFTAJ7W1GWYOOK,9,0,0,0,1,1.0,0.0,0.0,0.0,1,0,5,0.0,8,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,2.0,-1,-1,1
E25IFRYOADIVFOOIADFMG0MXDK6CA3IG9QY1LT,12,8,1163,1085,1,1.0,0.0,1.0,0.0,22,55,17,80.2,5,1253,0,0,0,0,0,0,0,1,0,0,0,0,0,400,27,19,1,28,0,0,1,0,0,0,0,0,0.0,5.0,32,37,1
TQZTWSP0BEKD35RIJG2MRF46YV7Q2AHRXCC0,12,12,1266,0,1,1.0,1.0,1.0,0.0,2,120,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,41,2,14,0,0,1,0,0,0,0,0,1.0,5.0,64,162,0
1JR417NCCDTUNMV0C6BMAOGZ24XR4VF2TSP,12,8,1300,1175,0,1.0,1.0,1.0,0.0,15,80,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,0,21,1,14,0,0,0,0,1,0,0,0,0.0,0.0,64,83,0
JX9TWT1U1KSFIWZJJ4SEOZJ0K8V4IZ37GTP85,12,12,1080,1030,2,1.0,0.0,1.0,0.0,10,180,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,37,35,2,28,0,0,1,0,0,0,0,0,1.0,5.0,80,86,0
IGZKXV9OAXQTK6,11,6,0,0,0,0.0,0.0,0.0,1.0,1,65,0,34.1,5,1067,0,0,1,0,0,0,0,0,0,0,0,0,0,300,18,6,1,28,0,0,1,0,0,0,0,0,0.0,5.0,24,17,0
SVHGD27L772FXSYPFQ28SWOWX3UYWNZ4F21V95MVD2KO2Z20W,12,12,0,928,1,1.0,0.0,1.0,0.0,13,190,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,30,1,28,0,0,1,0,0,0,0,0,1.0,5.0,112,104,0
P31RFRVMGXJMF934FQC2E1ZMKQO8KNTD11TR3AVEI,12,13,1278,1178,1,1.0,0.0,1.0,0.0,22,300,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,82,3,28,0,0,0,0,0,1,0,0,1.0,5.0,128,164,0
46COUQ5OU9XXUJI2E7OH9X9Y3NAYSX2557V26X1TT6YAWRU2ZRV60F,12,12,1137,1072,2,1.0,1.0,1.0,0.0,8,140,12,120.3,7,1253,0,0,0,0,0,0,0,1,0,0,0,0,0,450,24,27,2,28,0,0,1,0,0,0,0,0,1.0,5.0,64,73,0
DH3NAFM1RNEUR931DCSJ2K42J6PQCHS85,12,12,1255,0,1,1.0,3.0,1.0,0.0,2,120,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,40,4,14,0,0,1,0,0,0,0,0,1.0,5.0,64,161,0
EKECJHOA0TAIEFDRTPF4RMODJYRHLKXN5A,12,12,1072,1006,2,1.0,0.0,1.0,0.0,8,0,17,144.2,7,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,28,0,0,1,0,0,0,0,0,1.0,5.0,80,86,0
KDE5KBPD40KLIELPNCNA6PIXJY8O56E5XG,10,3,0,540,1,1.0,0.0,0.0,0.0,1,0,5,12.8,5,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,80,0,1,0,0,0,0,0,0,1.0,4.0,16,9,0
SPFTNEFYSNU9IMI9M,11,6,0,650,1,1.0,0.0,1.0,0.0,6,44,12,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,29,5,1,40,0,1,0,0,0,0,0,0,0.0,5.0,24,16,1
ECIB0LDUN2SC5HW4FP85PH4LW2W05N15J24I,12,6,0,1006,1,1.0,0.0,1.0,0.0,5,49,12,40.1,2,1253,0,0,0,0,0,0,0,1,0,0,0,0,0,300,22,8,1,28,0,0,1,0,0,0,0,0,0.0,5.0,16,16,1
2SIA4TOBMH3YEQII9U109KOAI9S,11,12,0,830,2,1.0,0.0,1.0,0.0,15,375,20,0.0,13,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,750,45,53,1,40,0,1,0,0,0,0,0,0,1.0,5.0,192,159,0
CBWRV3G9WTWLH7OKQHNR20VOKFZTGXO8MQUL1TY,12,12,1098,1033,2,1.0,0.0,1.0,0.0,8,140,19,144.2,7,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,500,32,26,5,28,0,0,1,0,0,0,0,0,1.0,5.0,80,88,0
A2W4Y9FTDX2O93H85OD9UJJAUN6W2AVBDIP8Y6L3,12,8,1035,985,2,1.0,0.0,1.0,0.0,15,150,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,33,2,28,0,0,1,0,0,0,0,0,1.0,5.0,64,66,0
ZDFT9XNR89UFX1JW,10,4,0,0,2,1.0,0.0,0.0,0.0,1,84,7,38.4,7,800,0,0,0,0,0,1,0,0,0,0,0,0,0,400,26,7,1,65,0,1,0,0,0,0,0,0,1.0,4.0,48,26,0
I757LNE3J5INL233JAQABPGAZ5OHCY1JXVYYU7LR5CDGJ,12,14,1860,1721,1,1.0,3.0,1.0,0.0,22,215,23,320.3,8,1251,0,0,0,0,0,0,0,0,1,0,0,0,0,500,33,119,7,16,0,0,0,0,0,0,1,0,1.0,5.0,160,298,0
H1G92SY2Y8IQAL2KUMWT9NNFT0CU5IIZIW7M39IC63O,11,3,0,625,2,1.0,0.0,1.0,0.0,5,18,12,12.8,2,800,0,0,0,0,0,1,0,0,0,0,0,0,0,400,29,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,8,5,0
90PRWH2FXBUMTW23F9WW,12,6,1050,1000,1,1.0,0.0,1.0,0.0,10,65,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,20,8,1,28,0,1,0,0,0,0,0,0,0.0,5.0,24,25,1
38DALSQWYRIMP,12,0,0,745,0,1.0,0.0,0.0,0.0,6,55,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0.0,5.0,-1,-1,-1
9BBEAWWDOGNXJAMZ4AJ83CZ7BVLLRHTPFO5BP8Z38,12,6,780,730,1,1.0,0.0,1.0,0.0,10,35,17,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,20,6,1,28,0,0,1,0,0,0,0,0,0.0,5.0,20,16,1
295VYSIR45S84O7HH9GAT2541XAP9HT2F14,12,12,1137,1058,2,1.0,0.0,1.0,0.0,10,0,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,1,28,0,0,1,0,0,0,0,0,1.0,5.0,128,146,0
01DCR50GDVNKULANAXPZF9U,8,0,0,0,0,1.0,0.0,0.0,0.0,1,0,3,8.8,5,550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1.4,-1,-1,-1
BV5DC2N21BC5OTFZC2ZCLWZFFWNHAHXIL8PW23GW,11,6,1300,0,0,0.0,0.0,0.0,1.0,1,65,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,0.0,5.0,1,1,0
93CQQ5RY6GI3N76G16CPBZNQ8J5KRG,12,13,1709,1506,1,1.0,3.0,2.0,0.0,22,120,22,192.2,7,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,400,27,82,2,16,0,0,0,0,0,0,1,0,0.0,5.0,80,137,0
087M1Y9O4BMJ582M,12,6,1150,1082,0,1.0,0.0,0.0,0.0,15,25,17,14.4,2,900,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,28,0,0,1,0,0,0,0,0,0.0,5.0,16,18,-1
2MDD49GRAQ858AT2XMHX0GMIPQX17UD712RO,12,6,0,810,1,1.0,0.0,1.0,0.0,6,65,12,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,0,300,20,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,16,13,1
AZGPF34QDLAR9ZW,12,12,0,607,2,1.0,0.0,1.0,0.0,12,215,13,133.9,9,837,0,0,0,0,0,0,0,1,0,0,0,0,0,550,38,24,3,40,0,1,0,0,0,0,0,0,1.0,5.0,56,34,0
QXKBZTQNUDOG0603IVSZ15DDQ9SDC80ZF8OF30V4TENS54L,12,12,0,900,1,1.0,2.0,1.0,0.0,13,225,19,0.0,11,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,29,5,28,0,0,1,0,0,0,0,0,1.0,5.0,112,101,0
AXYULWX48F94US1,11,6,720,0,0,0.0,0.0,0.0,1.0,1,35,0,29.9,5,933,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,32,0,1,0,0,0,0,0,0,1.0,5.0,24,17,-1
F7BW0H9RSCUPREL4NFOU4O9NDC5CRW2J21LO65DZ,12,12,1506,1392,1,1.0,1.0,1.0,0.0,15,75,20,112.1,5,1752,0,0,0,0,0,0,0,1,0,0,0,0,0,300,27,48,1,16,0,0,0,0,0,0,1,0,0.0,5.0,48,72,0
P8V66GDCKJ1941Q5S0AR74TEYS75LLACAOQW6PDQLUOZ,11,6,0,650,1,1.0,0.0,1.0,0.0,6,44,12,28.8,5,900,0,0,1,0,0,0,0,0,0,0,0,0,0,400,27,5,1,40,0,1,0,0,0,0,0,0,1.0,5.0,24,16,1
TW3WQP9IH,12,0,0,705,0,1.0,0.0,0.0,0.0,19,225,21,0.0,9,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,650,0,0,1,28,0,0,1,0,0,0,0,0,0.0,5.0,-1,-1,0
F9WL48LVPCGUY6Y,10,6,0,500,0,1.0,0.0,0.0,0.0,1,23,12,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,40,0,1,0,0,0,0,0,0,0.0,4.0,16,8,-1
DU5A8ZGO8EGD,9,0,0,0,1,1.0,0.0,1.0,0.0,1,0,12,41.6,8,650,0,0,0,0,0,1,0,0,0,0,0,0,0,450,0,0,1,0,0,0,0,0,0,0,0,1,0.0,3.0,-1,-1,1
HJOQ0N3KTY87WYEM5YSIXTMN,12,8,1455,1354,1,1.0,1.0,1.0,0.0,15,75,17,112.1,5,1752,0,0,0,0,0,0,0,1,0,0,0,0,0,300,27,47,1,14,0,0,0,0,0,0,1,0,0.0,5.0,40,58,0
EQF0GX5UXRYLL98GNR3643MUQFILIUGN6PKXR,12,13,1329,1228,1,1.0,0.0,1.0,0.0,22,250,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,85,7,28,0,0,0,0,0,1,0,0,1.0,5.0,128,170,0
OU8X01H4IP4JML5IV7CP1KQ6,11,12,0,0,0,1.0,0.0,0.0,0.0,2,588,20,0.0,13,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,850,71,93,1,40,0,1,0,0,0,0,0,0,1.0,5.0,160,232,0
OSFULMMTKPNBGINLOOVJIOEJ25SIUSZP7RKPX9JXZW6D,12,12,0,990,2,1.0,1.0,1.0,0.0,13,190,20,182.4,8,1425,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,32,4,28,0,0,1,0,0,0,0,0,1.0,5.0,112,111,0
OYTLQO3VV17UQRKBCNBHFQRPYWQEKWD7Y2AZS9,12,12,0,900,1,1.0,0.0,1.0,0.0,10,0,12,153.6,8,1200,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,29,1,28,0,0,1,0,0,0,0,0,1.0,5.0,64,58,0
2UMITIVK0ENQTYWCDVMZ1U4VSQZ1SFU8QWW5L,12,13,0,1040,2,1.0,0.0,1.0,0.0,15,275,20,345.6,13,1350,0,0,0,0,0,0,0,1,0,0,0,0,0,750,0,67,1,28,0,0,1,0,0,0,0,0,1.0,5.0,160,166,0
7T2ACHVTV211LDAVT4Y4GCH7O4OJRHEMF9NVY,10,8,0,675,1,1.0,0.0,0.0,0.0,1,125,12,0.0,8,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,400,29,11,2,55,0,1,0,0,0,0,0,0,1.0,4.0,64,43,1
JIHD2CUDCYUCCXPN1,12,8,1050,1000,1,1.0,0.0,1.0,0.0,10,65,12,73.6,5,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,400,27,8,1,28,0,1,0,0,0,0,0,0,0.0,5.0,24,25,1
1M4KIMCN2EX56RN631854C617HU0V,12,12,0,719,0,1.0,0.0,0.0,0.0,10,100,12,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,0,28,0,0,1,0,0,0,0,0,1.0,5.0,112,81,-1
WGEV1V1TGVAK7,12,6,1100,300,0,0.0,0.0,0.0,1.0,10,28,0,34.1,5,1067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,14,0,0,0,1,0,0,0,0,0.0,5.0,8,9,-1
9QUIC7798623PPB8B26H1TNMDI8Q2CG64TU3RBD,12,8,1216,1175,0,1.0,1.0,1.0,0.0,15,80,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,0,19,1,14,0,0,0,0,1,0,0,0,0.0,0.0,64,78,0
ZW4AAU8SZEHQ56IJ3H2MKT6NQEH9TE5MYKEWC,11,8,0,700,1,1.0,0.0,1.0,0.0,6,86,12,0.0,5,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,11,2,40,0,1,0,0,0,0,0,0,1.0,5.0,36,25,1
LU6CY1Q0DJP3M1L66XXCX4B60ZJ87Y0YNNF51M4Y990,12,12,1178,1127,1,1.0,0.0,1.0,0.0,15,120,20,112.2,5,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,400,29,38,2,28,0,0,0,0,0,1,0,0,1.0,5.0,64,75,0
R3U9HF1Y77Z7EJFZW7OIQDNON43QM5F4BV,12,12,1417,1303,1,1.0,1.0,1.0,0.0,15,75,20,112.1,5,1752,0,0,0,0,0,0,0,1,0,0,0,0,0,300,27,45,1,16,0,0,0,0,0,0,1,0,0.0,5.0,48,68,0
TFBN80TIEOPRLNRPEE,12,6,1015,1000,0,1.0,0.0,0.0,0.0,6,75,17,35.2,5,1100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,0,28,0,0,1,0,0,0,0,0,1.0,5.0,40,41,-1
0SXDPNCP0XLLFK5AU134P0Q1ZLLHG3S0FIPZFGUUX3X,12,8,1163,1085,1,1.0,0.0,1.0,0.0,22,55,12,81.6,5,1275,0,0,0,0,0,0,0,1,0,0,0,0,0,400,20,19,1,28,0,0,1,0,0,0,0,0,0.0,5.0,32,37,1
