Nome,Best_Resolution_transformed,Boost_Clock_values,Core_Speed_val,DVI_Connection_val,Dedicated_bin,DisplayPort_Connection_val,HDMI_Connection_val,Integrated_bin,L2_Cache_transf,Max_Power_val,Memory_val,Memory_Bandwidth_val,Memory_Bus_val,Memory_Speed_val,DDR,DDR2,DDR3,DDR4,GDDR2,GDDR3,GDDR4,GDDR5,GDDR5X,HBM-1,HBM-2,eDRAM,Notebook_GPU_val,PSU_watts,PSU_amps,Pixel_Rate_val,Power_Connector_val,Process_val,2048x1536,2560x1600,4096x2160,4096x2304,5120x2880,5120x3200,7680x4320,disposable,SLI_Crossfire_val,Shader_val,TMUs_val,Texture_Rate_val,VGA_Connection_val
5CT4WBRRDG0SYE8,4,0,0,0,1.0,0.0,0.0,0.0,1,14,12,25.3,5,790,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40,0,1,0,0,0,0,0,0,0.0,4.1,8,4,-1
0MVADUH4I1FNW3MR,0,0,0,2,1.0,0.0,0.0,0.0,1,81,8,42.2,8,660,0,0,0,0,0,1,0,0,0,0,0,0,0,400,26,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,0
U69PZM364VIJJ4,2,0,0,0,0.0,0.0,0.0,1.0,1,9,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,40,0,1,0,0,0,0,0,0,0.0,5.0,8,3,-1
8NSQMSSMWU,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,-1,-1,1
A3GS6XO2OR7SORABI6GRBL11EEIHQ07GP3HG,16,1582,1480,2,1.0,3.0,1.0,0.0,28,220,25,484.4,3,1376,0,0,0,0,0,0,0,0,1,0,0,0,0,600,42,139,3,16,0,0,0,0,0,0,1,0,1.0,5.0,56,354,0
8ZTQQRX4DISWL21,0,0,0,0,1.0,0.0,0.0,0.0,1,10,5,9.6,2,600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,80,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
J624686S02VLWE,0,0,0,1,1.0,0.0,1.0,0.0,1,43,12,25.3,5,790,0,0,0,0,0,1,0,0,0,0,0,0,0,300,20,4,1,40,0,1,0,0,0,0,0,0,1.0,4.1,24,13,1
C79UKBVBY7EYT4Y,0,0,0,2,1.0,0.0,0.0,0.0,1,0,4,3.6,5,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150,0,0,0,0,0,0,0,0,0.0,1.3,8,2,0
BF9SCT37RNXK91UNF,14,1733,1556,0,1.0,0.0,0.0,0.0,22,180,23,320.3,8,1251,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,111,0,16,0,0,0,0,0,0,1,0,0.0,5.0,160,277,-1
GAQHKEDPS85ONGN,0,0,0,0,1.0,0.0,0.0,0.0,1,65,8,51.2,8,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
4OMRWFXW8SH3BF,2,0,0,1,1.0,0.0,1.0,0.0,1,25,5,0.0,2,500,0,1,0,0,0,0,0,0,0,0,0,0,0,550,20,2,1,55,0,1,0,0,0,0,0,0,0.0,4.1,4,2,1
4QN69OQNU8T63P2OG89LUE5L3QUBR3MF6R30T,3,0,625,1,1.0,0.0,1.0,0.0,5,19,12,9.6,2,600,0,0,1,0,0,0,0,0,0,0,0,0,0,400,25,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,8,5,1
A8O9UNC6VQF8ZLU6U0,11,0,775,2,1.0,0.0,1.0,0.0,10,0,12,0.0,8,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,25,1,40,0,1,0,0,0,0,0,0,1.0,5.0,48,37,0
URAMGYIO7A3LDCXRXU8UDFD0L9R5MQ03YONIB,8,0,840,1,1.0,0.0,1.0,0.0,10,0,12,134.4,8,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,13,1,40,0,1,0,0,0,0,0,0,1.0,5.0,40,34,0
PV5RDCDXLM87XKT7XEWW4I6HTD2VDXP34,6,0,800,1,1.0,0.0,1.0,0.0,6,66,17,21.3,5,667,0,0,1,0,0,0,0,0,0,0,0,0,0,400,27,6,1,40,0,1,0,0,0,0,0,0,1.0,5.0,24,19,1
71GURDXJCBT1YINQL976C22SXXXBLSU7AROUI2CKE7L,14,0,1050,2,1.0,0.0,1.0,0.0,15,275,23,0.0,13,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,600,42,67,3,28,0,0,1,0,0,0,0,0,1.0,5.0,176,185,0
YP67BIM2169WCDL,0,0,0,1,1.0,0.0,0.0,0.0,1,42,8,25.6,5,800,0,0,0,0,0,1,0,0,0,0,0,0,0,350,18,0,1,0,1,0,0,0,0,0,0,0,1.0,3.0,-1,-1,1
MTE69TJHO,0,0,0,0,1.0,0.0,0.0,0.0,1,0,2,2.4,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
5LX2IJY6L5,0,0,0,0,0.0,0.0,0.0,1.0,1,95,0,10.7,2,667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
FFRCS4SQT71PJ,0,0,0,0,1.0,0.0,0.0,0.0,1,0,12,0.0,5,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-1,-1,-1
B4XFQELAH231XH,2,0,0,0,0.0,0.0,0.0,1.0,1,0,0,8.5,2,533,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
FZU5JGDSVJ8BT4O,0,0,0,2,1.0,0.0,0.0,0.0,1,96,8,57.6,8,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,3.0,-1,-1,0
KS03ZL5W5ER5DZKZ2ZKCBBENDURTOAI11LB2T2O2,6,0,750,1,1.0,0.0,0.0,0.0,5,18,8,25.6,2,800,0,0,0,0,0,0,0,1,0,0,0,0,0,300,22,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,8,6,1
H2LH2YXN43RF7FUTLA9Q7WAUU3Y3JAFNAHB12,8,1137,1058,2,1.0,0.0,1.0,0.0,22,60,17,86.4,5,1350,0,0,0,0,0,0,0,1,0,0,0,0,0,400,20,18,1,28,0,0,1,0,0,0,0,0,0.0,5.0,40,45,1
1CPR9XGCI1B8Q8FK3O,6,0,0,2,1.0,0.0,0.0,0.0,1,200,8,51.2,8,800,0,0,0,0,0,1,0,0,0,0,0,0,0,550,35,10,1,80,0,1,0,0,0,0,0,0,1.0,4.0,16,10,0
8EAHP6400RTDJJ,0,0,0,2,1.0,0.0,0.0,0.0,1,101,5,28.8,8,450,0,0,0,0,0,1,0,0,0,0,0,0,0,350,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
39SA8EVKCGF9ZCMQC,0,0,0,0,1.0,0.0,0.0,0.0,1,60,8,51.2,8,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
J37MC6U2II4XLWXNJN3PEM2DM9WHLTVJQ5PHGOYE,12,0,985,2,1.0,0.0,1.0,0.0,13,225,20,185.6,8,1450,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,32,5,28,0,0,1,0,0,0,0,0,1.0,5.0,112,110,0
77Y1ZPI99RY2W2A,6,0,450,0,1.0,0.0,0.0,0.0,6,20,12,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,40,0,1,0,0,0,0,0,0,0.0,5.0,20,9,-1
NKX58HUPN6B1PNDA,6,1125,0,0,1.0,0.0,0.0,0.0,1,85,17,86.4,7,1800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18,0,28,0,0,1,0,0,0,0,0,0.0,5.0,48,54,-1
6HEKOP0AYEI5ZR7,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
VWUI5Q4PE7A0YWK,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
XEGD6ELPZU19JJH,0,0,0,1,1.0,0.0,0.0,0.0,1,27,5,12.8,5,400,0,1,0,0,0,0,0,0,0,0,0,0,0,350,17,0,1,0,0,1,0,0,0,0,0,0,1.0,3.0,-1,-1,1
O1HH6T86GLRE2QPB,0,0,0,0,0.0,0.0,0.0,1.0,1,35,0,17.1,5,533,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
90D5QOT3NBG394U,0,0,0,0,1.0,0.0,0.0,0.0,1,0,3,1.1,1,275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
B23K6VUQIW1OPZG9QMMZ2760LPU70KL9S,13,1216,1126,1,1.0,0.0,1.0,0.0,22,165,20,224.4,8,1753,0,0,0,0,0,0,0,1,0,0,0,0,0,500,42,78,5,28,0,0,0,0,0,1,0,0,1.0,5.0,128,156,0
OSTGGBRWIEXL4MUQFCEFVNYJTI7,13,1340,0,1,1.0,2.0,2.0,0.0,2,150,23,0.0,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,500,33,43,4,14,0,0,1,0,0,0,0,0,1.0,5.0,72,193,0
BJ5RLZTOXBSTWYT1C0I4I7T6P7B,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,0.0,5,250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.0,-1,-1,-1
7175GWGMG7NUS06NVUJWRUS7IUUU4S9X,8,0,1000,2,1.0,0.0,1.0,0.0,8,0,12,105.6,7,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,40,0,1,0,0,0,0,0,0,1.0,5.0,32,32,0
M59K4LM04CZ289F,0,0,0,0,0.0,0.0,0.0,0.0,1,100,0,0.0,8,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,65,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,-1
B2RE2RDRTKFGN7UHJDJRO145NFD7SP3ZM8QFIZ8,12,955,930,2,1.0,0.0,1.0,0.0,10,146,17,179.2,8,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,31,5,28,0,0,1,0,0,0,0,0,1.0,5.0,80,76,0
BVFFCOX4HDUJTVJY59DVD6STRNF6A6,12,0,607,2,1.0,0.0,1.0,0.0,10,0,12,102.7,8,802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1,40,0,1,0,0,0,0,0,0,1.0,5.0,44,27,0
I07TNTM122QK6Z9DX,12,1244,0,0,1.0,3.0,1.0,0.0,23,120,20,0.0,5,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,40,2,14,0,0,1,0,0,0,0,0,1.0,5.0,64,159,0
59KXC3V7RQMCHNN,8,775,0,0,1.0,0.0,0.0,0.0,6,50,17,0.0,5,1125,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,28,0,1,0,0,0,0,0,0,1.0,5.0,40,31,-1
0F7PA680V2ORHJC3JBM,7,0,725,0,1.0,0.0,0.0,0.0,6,35,17,51.2,5,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,40,0,1,0,0,0,0,0,0,1.0,5.0,24,17,-1
IRDV4FDLJQV5SBVTOVA5M5GQL03LQ55IB,11,0,820,2,1.0,0.0,1.0,0.0,10,1,12,140.8,8,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,500,25,26,1,40,0,1,0,0,0,0,0,0,1.0,5.0,48,39,0
MTEHBVEG41760U2O9Y4HJON0NF0LFTUJCE8PD9MLO3XPFOPEG1B,16,1582,1480,2,1.0,3.0,1.0,0.0,26,220,25,484.4,10,1376,0,0,0,0,0,0,0,0,1,0,0,0,0,600,42,139,7,16,0,0,0,0,0,0,1,0,1.0,5.0,224,354,0
KU636C9SMIEIY4I7RNZ,12,0,0,2,1.0,0.0,0.0,0.0,2,430,16,0.0,12,1134,0,0,0,0,0,1,0,0,0,0,0,0,0,750,40,35,1,55,0,1,0,0,0,0,0,0,1.0,4.0,80,101,0
9WSABDK0I8P2TPJ,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,29.9,5,933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,5.0,-1,-1,0
5WW8SFMSY32IUOY,8,0,738,2,1.0,0.0,0.0,0.0,1,150,12,70.4,8,1100,0,0,0,0,0,1,0,0,0,0,0,0,0,450,32,12,5,55,0,1,0,0,0,0,0,0,1.0,4.0,64,47,0
GUDPGT8QLQ9UYQEY,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,5.0,-1,-1,-1
G3L9D6HG,0,0,0,0,1.0,0.0,0.0,0.0,1,0,1,0.0,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
23CGX1E6QXJ5XIU5YO1IF,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,0.0,5,250,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
MG66Z18DX1UZARM,6,0,0,0,0.0,0.0,0.0,1.0,15,20,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,28,0,0,1,0,0,0,0,0,0.0,5.0,24,13,-1
Q26V8DU1KSDCLB,0,0,0,1,1.0,0.0,1.0,0.0,1,69,12,54.4,5,850,0,0,0,0,0,0,0,1,0,0,0,0,0,300,22,4,1,40,0,1,0,0,0,0,0,0,0.0,4.1,32,18,1
N1VFLTQJ9EQCHBG,0,0,0,0,1.0,0.0,0.0,0.0,1,0,3,0.0,1,220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
1KFQ3Q4Y084OIDI,0,0,0,0,0.0,0.0,0.0,1.0,1,65,0,29.9,5,933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,0,1,0,0,0,0,0,0,0.0,5.0,16,14,0
NB983C51BQXVVKLICUMNS9,0,0,0,1,1.0,0.0,0.0,0.0,1,41,8,12.5,5,390,0,0,0,0,0,1,0,0,0,0,0,0,0,350,18,0,1,0,1,0,0,0,0,0,0,0,1.0,3.0,-1,-1,1
AAHD22G8GR3RF2L,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,-1,-1,0
QG8QQE0B5YGQUG8RMEU,12,950,900,0,1.0,0.0,0.0,0.0,10,100,20,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0,28,0,0,1,0,0,0,0,0,1.0,5.0,80,76,-1
QC968UUF1OJ304JI98Y,12,0,723,0,1.0,0.0,0.0,0.0,13,125,20,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,0,28,0,0,1,0,0,0,0,0,1.0,5.0,128,93,-1
TJF61BBRC26E8ZDFET1OL82VNVKTSG,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0.0,5.0,4,-1,0
M7JLR13YB7DJS3CO7J6BZ7IUAMYUM3UPK49QI,8,0,1000,1,1.0,0.0,1.0,0.0,10,0,12,0.0,5,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,450,0,16,1,28,0,0,1,0,0,0,0,0,1.0,5.0,40,40,0
L49CS232JY6CUZXYY,0,0,0,1,1.0,0.0,0.0,0.0,1,35,4,11.2,8,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,130,1,0,0,0,0,0,0,0,0.0,2.0,4,2,1
B04XD74W5AXF,0,0,0,0,0.0,0.0,0.0,0.0,1,17,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
N62KSH1A62S4,0,0,0,2,1.0,0.0,0.0,0.0,1,0,4,0.0,5,500,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,0,1,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,2
DVTHBOREH75XVJE8XAH19S2EC5UBAA6DN,8,0,0,2,1.0,0.0,1.0,0.0,10,0,17,102.4,5,1600,0,0,0,0,0,0,0,1,0,0,0,0,0,500,0,17,1,28,0,1,0,0,0,0,0,0,1.0,5.0,56,60,0
CQH8RO5MJLSLWK,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,9.6,5,300,0,1,0,0,0,0,0,0,0,0,0,0,0,300,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
4VD657HH7R2CQ941ICV6WYHLGYQZCNM0,8,1493,1379,1,1.0,1.0,1.0,0.0,15,75,17,112.1,5,1752,0,0,0,0,0,0,0,1,0,0,0,0,0,300,27,48,1,14,0,0,0,0,0,0,1,0,0.0,5.0,40,60,0
0HMGRY3ETUJBL3FN,0,0,0,2,1.0,0.0,0.0,0.0,1,84,8,51.2,8,800,0,0,0,0,0,1,0,0,0,0,0,0,0,400,26,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,0
ZU1UAY7C8GKMLA,3,0,625,1,1.0,0.0,1.0,0.0,5,18,8,8.5,2,533,0,0,0,0,0,1,0,0,0,0,0,0,0,300,22,3,1,40,0,1,0,0,0,0,0,0,0.0,5.0,8,5,1
YDUMPYJQQUNT9V04OCGKP,8,0,0,2,1.0,0.0,1.0,0.0,1,86,12,73.6,5,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,450,30,11,1,40,0,1,0,0,0,0,0,0,1.0,5.0,36,25,0
HBQJJZNRW7GSWBCNVK,0,0,0,0,1.0,0.0,0.0,0.0,1,0,5,19.2,5,600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
8VFBGYZ2ZQ3I67EAAE8A,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,11.2,5,350,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.0,-1,-1,-1
DVGN6ET2V4YURV13ZU,0,0,0,1,1.0,0.0,0.0,0.0,1,0,4,3.2,5,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,2.0,-1,-1,1
DXRJRUHFY6APRF4NBPTZ1,3,0,0,1,1.0,0.0,0.0,0.0,1,74,5,15.2,8,475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,130,1,0,0,0,0,0,0,0,0.0,2.0,4,2,1
KRJ4D9KS7F46QGFLC3,0,0,0,0,1.0,0.0,0.0,0.0,1,20,8,0.0,8,500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,3.0,-1,-1,-1
GS3404IPU8PNNE0QW5,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,55,0,0,0,0,0,0,0,0,0.0,4.1,4,2,0
O0X2CI2245KEGYE9WUMWJ2GSV1X7FWRC51YIM,8,0,800,1,1.0,0.0,1.0,0.0,10,0,12,0.0,5,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,400,0,13,1,28,0,0,1,0,0,0,0,0,1.0,5.0,32,26,0
IXHYZ9HBMLLBE49EFQ8PHP4QIH2DH0B19E58,14,0,782,2,1.0,0.0,1.0,0.0,14,499,19,384.8,11,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,700,46,75,1,40,0,1,0,0,0,0,0,0,1.0,5.0,64,100,0
12RGH1JLUT8E64,0,0,0,0,1.0,0.0,0.0,0.0,1,14,8,0.0,2,500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,65,0,1,0,0,0,0,0,0,0.0,4.0,8,5,-1
Q0W2SM59ZLY5NXJN63H1V7ZRW1238B8F,12,0,940,2,1.0,0.0,1.0,0.0,10,250,17,0.0,8,1375,0,0,0,0,0,0,0,1,0,0,0,0,0,550,34,30,1,40,0,1,0,0,0,0,0,0,1.0,5.0,96,90,0
DKYVFADSPE71H6Z9R,8,1200,1090,1,0.0,1.0,1.0,0.0,15,75,0,0.0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,350,23,19,1,14,0,0,0,0,1,0,0,0,1.0,0.0,56,67,0
I9QG5ELO3UVFKKHJJOPUOGDHCJBNL2BUZ9NIZ,8,1100,1050,1,1.0,0.0,1.0,0.0,10,65,17,73.6,5,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,400,18,9,1,28,0,1,0,0,0,0,0,0,1.0,5.0,24,26,1
I06C0JB3C1JW76R71MJOP02UJ13HZK2A,3,0,540,1,1.0,0.0,0.0,0.0,1,0,12,12.8,5,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,80,0,1,0,0,0,0,0,0,1.0,4.0,16,9,0
NX81GJDCPYTR1GLMNZDI10UW4ZF9R018QF4W,12,0,765,2,1.0,0.0,1.0,0.0,10,151,12,0.0,8,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,500,40,24,5,40,0,1,0,0,0,0,0,0,1.0,5.0,72,55,0
XP3SMGWQP82RY76PZ1IWHC2J8GNI2N6UTVF5,12,980,915,2,1.0,0.0,1.0,0.0,10,170,17,192.3,8,1502,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,31,5,28,0,0,1,0,0,0,0,0,1.0,5.0,112,110,0
0OEMWUG9LKL5F3,0,0,0,0,0.0,0.0,0.0,1.0,1,15,0,25.6,5,800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,28,0,0,0,0,0,0,0,0,0.0,5.0,8,4,-1
JZ2T5BXXIL9N,0,0,0,0,1.0,0.0,0.0,0.0,1,0,2,2.3,5,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
Z1YA9FXM5KK3UHZ8UW,3,0,0,2,1.0,0.0,0.0,0.0,1,35,5,0.0,5,500,0,1,0,0,0,0,0,0,0,0,0,0,0,400,20,2,1,65,0,1,0,0,0,0,0,0,1.0,4.0,8,5,0
KB56QU9KSPP81HYLGXU,0,0,0,0,1.0,0.0,0.0,0.0,1,65,8,35.2,8,550,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,3.0,-1,-1,-1
ZUJSC2GP1FB83QJ0QR3,0,0,0,1,1.0,0.0,1.0,0.0,1,50,12,12.8,5,400,0,1,0,0,0,0,0,0,0,0,0,0,0,300,18,0,1,65,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,0
R63VF4TX66GAG4EZOL9LQ,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,17.1,5,533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.1,-1,-1,0
SX9SKUEBF23VKRMOPA,8,1085,1020,2,1.0,0.0,1.0,0.0,22,60,17,86.4,5,1350,0,0,0,0,0,0,0,1,0,0,0,0,0,300,18,17,1,28,0,0,1,0,0,0,0,0,0.0,5.0,40,43,0
7OTTKDXQ3SDCY65,0,0,0,2,1.0,0.0,0.0,0.0,1,0,8,0.0,2,500,0,1,0,0,0,0,0,0,0,0,0,0,0,300,18,2,1,65,0,1,0,0,0,0,0,0,1.0,3.0,8,4,0
F158F1YF16LGO9D3C,3,0,600,1,1.0,1.0,1.0,0.0,1,25,8,12.8,2,800,0,0,0,0,0,1,0,0,0,0,0,0,0,300,20,2,1,55,0,1,0,0,0,0,0,0,0.0,4.1,8,5,0
V8MD2FM2ZO6LZMZ,6,0,0,0,0.0,0.0,0.0,1.0,1,65,0,29.9,5,933,0,0,1,0,0,0,0,0,0,0,0,0,0,300,18,6,1,28,0,0,1,0,0,0,0,0,0.0,5.0,16,12,0
7C986JYJCKOYBDBGPJP3LFISEXLM7WFSHJDHHADZKRG03GU,8,0,800,1,1.0,0.0,1.0,0.0,10,55,12,0.0,5,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,400,29,13,1,28,0,0,1,0,0,0,0,0,1.0,5.0,32,26,1
QMM5BC7NYA1TBWU3NJ238,0,0,0,1,1.0,0.0,0.0,0.0,1,59,5,13.6,8,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,130,1,0,0,0,0,0,0,0,0.0,2.0,4,2,1
OXNMQF6XXQVVCAI8ILGB,12,1097,1029,0,1.0,0.0,0.0,0.0,22,50,20,0.0,5,1250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,28,0,0,1,0,0,0,0,0,0.0,5.0,40,44,-1
6UVUCBAKJ6Q9FA,0,0,0,2,1.0,0.0,0.0,0.0,1,18,8,12.6,2,790,0,0,1,0,0,0,0,0,0,0,0,0,0,350,0,0,1,40,0,1,0,0,0,0,0,0,0.0,4.1,-1,-1,2
L9N1COV7R37Q388784Z,12,0,0,4,1.0,0.0,0.0,0.0,2,408,17,0.0,13,1242,0,0,0,0,0,1,0,0,0,0,0,0,0,750,55,41,1,55,0,1,0,0,0,0,0,0,1.0,4.0,80,104,0
NF3XAAHE8VGPC82,3,0,0,1,1.0,0.0,0.0,0.0,1,47,5,12.8,5,400,0,1,0,0,0,0,0,0,0,0,0,0,0,350,24,4,1,80,0,1,0,0,0,0,0,0,1.0,4.0,8,4,1
NB16UWCOG6NGJRXEAHE,0,0,0,2,1.0,0.0,0.0,0.0,1,0,5,0.0,8,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,420,20,0,1,0,0,1,0,0,0,0,0,0,1.0,3.0,-1,-1,0
OKVNX9GFIZUCV,0,0,0,0,1.0,0.0,0.0,0.0,1,0,2,2.7,5,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0
A2HZ7YHNTLE0QDG3MG5BR,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,10.6,5,330,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
9FIEM2U8IIQFOLEDRUKIEW,0,0,0,0,1.0,0.0,0.0,0.0,1,20,8,22.4,5,700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,80,0,1,0,0,0,0,0,0,1.0,4.0,-1,-1,-1
